Age,Annual Income,Credit Score,Loan Amount,Debt to Income,Has Default,Existing Loan_1
0.8356710969299971,-1.4484402335185027,1.6605385365400867,-1.2736581836861682,-0.8394243553472494,0,True
1.7075170963272943,-1.6242129362224125,1.4847408446748898,-0.3792388538328305,1.0786723998117405,0,False
0.16502032816284534,1.559323002953051,-0.40508434287597844,1.6407513224716004,-1.1846817712758677,1,False
-0.7738907481111672,-0.7624637851783231,-0.1413878050781829,-0.5188102392928443,-1.721748862720385,0,True
1.1039314044368578,-1.2692552390690994,-1.4912629390430887,1.2804505016691707,-0.5708908096249907,0,False
-1.2433462862481734,-1.2163250392029559,-1.4598704940671607,-1.416981920795064,-0.03382371818047349,1,False
-0.3715002868508761,-1.6964265522316937,0.8129425221900296,-0.5778488378385515,0.6950530487799426,1,True
0.8356710969299971,-1.147074033081235,-1.441035027081604,-0.519452526747695,0.9635865945022014,1,True
-0.5056304406043064,0.16612925145384458,1.1205884829541244,-1.5618765537272694,0.5799672434704031,1,False
-0.23737013309744573,0.059104969265730334,0.18509362267146873,-1.3268511925524256,0.4265195030576841,1,True
-1.0421510556180278,-0.28495455580120044,-0.2669575849818951,-1.0689155152470822,0.5799672434704031,0,False
-1.0421510556180278,1.1865102908523881,-0.1916157170396678,1.175938725160329,-0.8010624202440696,1,False
-0.17030505622073056,-1.430214892335208,0.12230873271961265,-1.5207871811035694,-0.41744306921227164,1,False
0.6344758662998515,0.2037438162762614,0.6748157642959461,-0.7014102411860237,0.3881575679545043,0,False
0.9027361738067122,1.6990153495263163,-0.7378442596208157,-1.7061381852883086,-1.491577252101306,0,True
-0.17030505622073056,1.1589209862744831,0.8129425221900296,0.6808008738964125,-0.6859766149345303,1,True
-1.5786716706317492,1.3133205747895655,-1.7235670318649563,0.4184991895786973,-0.3023572639027323,0,True
-0.3044352099741609,-0.1431989630562414,-0.3674134089048648,0.5044387987183568,0.11962402223224543,1,True
-1.6457367475084645,0.2244556336151871,1.4533483996989616,-0.4378642216545734,-0.03382371818047349,1,True
-0.17030505622073056,-1.1496663167328502,-1.5414908510045735,-1.0163237802994023,0.7717769189863022,1,True
1.170996481313573,1.232086869747623,1.5349687566363746,0.7667869134544955,-0.07218565328365333,1,True
0.23208540503956052,-1.0038106835184997,-0.0032610471840995225,1.0829695506714345,1.3855678806371792,1,True
0.7686060200532819,-0.44914133769483,1.3591710647711774,-1.2589211688787227,-0.41744306921227164,1,True
-1.6457367475084645,1.6758170560317596,-1.5038199170334599,-0.046294061724897834,0.08126208712906559,1,True
-0.3715002868508761,-0.3086554349016825,0.22276455664258238,-0.875472462971529,-1.721748862720385,1,True
0.43328063566970604,0.30330866999748285,-1.453592005071975,-1.156175295950568,-0.6476146798313505,1,True
-0.9750859787413126,0.9895496370776232,-0.7566797266063725,0.815556651125659,1.2704820753276396,0,False
-0.3044352099741609,-1.5160776753264633,-1.24640186823085,0.13223399247258857,-0.5708908096249907,1,True
1.170996481313573,-0.7778587758440381,1.0201326590311546,-0.9887526239995451,-0.8394243553472494,0,True
-0.10323997934401538,-1.1771233619407746,0.982461725060041,-0.6620635569337984,0.15798595733542525,1,True
1.5063218656971489,0.0839961826960357,1.673095514530458,1.6245896676588774,-1.4532153169981261,0,True
0.030890174409414974,0.8792453225139958,-1.484984450047903,1.2137702300913524,0.11962402223224543,1,True
1.0368663275601426,1.1222322370419289,-0.22928665101078144,1.3226511089737933,-0.6859766149345303,1,False
0.09795525128613015,0.5130984826603435,-1.648225163922729,-0.13967956229898512,-0.41744306921227164,1,False
-0.706825671234452,1.4101079817411992,-0.9638698634474976,0.4307018773805568,1.0019485296053812,1,True
-0.7738907481111672,-0.6736648441735037,-0.8257431055534142,-0.42955936747932105,0.5799672434704031,1,True
1.3721917119437186,1.535992450088514,1.12686697194931,-1.470955734531134,-0.18727145859319283,0,True
1.6404520194505792,-1.5089621212215194,0.580638429368162,-0.34493451302133804,0.27307176264496474,0,False
1.170996481313573,0.4042754730404962,-0.17905873904929656,0.3268370313684087,0.9252246593990215,0,True
1.7075170963272943,-0.2415470305736435,-1.4473135160767894,-0.741653806354119,0.8485007891926619,0,True
-1.5786716706317492,-0.8180920761920661,0.6245878523344613,1.2112320338842306,-1.069595965966328,1,False
0.7015409431765668,-0.7008573706414675,0.09719477673887021,-1.2153972946490457,-0.6859766149345303,0,False
1.6404520194505792,1.5757231648306167,-0.4301982988567209,-0.46312391695727434,-0.5325288745218112,1,True
-1.3104113631248886,-1.5952216823227157,1.5286902676411889,-1.3066199115649304,-1.069595965966328,1,True
-0.3715002868508761,0.8436940038632728,-0.2104511840252246,-0.33183107510207327,-1.683386927617205,1,False
-1.1762812093714583,-1.193761590684305,-1.0140977754089824,-1.6034588626265602,-1.107957901069508,0,True
0.8356710969299971,-0.8968657569523737,0.1662581556859119,-0.7924773162001916,1.0786723998117405,0,True
